thy,7,1
thy,8,1
thy,9,1
thy,10,1
thy,13,1
thy,15,1
thy,27,1
thy,30,1
thy,32,1
thy,33,1
thy,34,1
thy,43,1
thy,44,1
thy,46,1
fine,13,1
fine,14,1
fine,23,1
fine,31,1
truth,3,1
truth,9,1
truth,24,1
truth,31,1
longer,2,1
longer,43,1
longer,49,1
form,1,1
form,5,1
form,21,1
form,30,1
form,34,1
form,49,1
followed,0,1
followed,7,1
followed,8,1
followed,21,1
followed,29,1
followed,34,1
followed,44,1
thee,4,1
thee,8,1
thee,9,1
thee,13,1
thee,27,1
thee,32,1
thee,34,1
thee,43,1
thee,44,1
thee,46,1
bring,8,1
bring,9,1
bring,23,1
bring,44,1
suppose,3,1
suppose,24,1
suppose,31,1
different,0,1
different,3,1
different,18,1
different,20,1
different,30,1
different,31,1
different,38,1
different,49,1
doubt,3,1
doubt,31,1
happy,3,1
happy,10,1
happy,11,1
happy,13,1
happy,14,1
happy,49,1
taking,0,1
taking,6,1
taking,23,1
taking,27,1
taking,29,1
hair,6,1
hair,7,1
hair,8,1
hair,13,1
hair,25,1
hair,28,1
hair,31,1
hair,34,1
hair,36,1
hair,41,1
hair,49,1
spoke,8,1
spoke,9,1
spoke,16,1
spoke,31,1
spoke,36,1
human,1,1
human,7,1
human,9,1
human,12,1
human,21,1
cold,13,1
cold,23,1
cold,24,1
cold,26,1
cold,31,1
cold,32,1
cold,33,1
cold,46,1
reached,5,1
reached,8,1
reached,11,1
reached,14,1
reached,21,1
reached,30,1
reached,34,1
reached,40,1
reached,44,1
reached,49,1
appeared,5,1
appeared,30,1
appeared,44,1
return,5,1
return,8,1
return,18,1
return,28,1
return,44,1
opened,6,1
opened,7,1
opened,8,1
opened,16,1
opened,32,1
opened,44,1
opened,49,1
pretty,10,1
pretty,13,1
pretty,23,1
pretty,31,1
law,0,1
law,2,1
law,9,1
law,10,1
law,14,1
law,19,1
law,24,1
law,47,1
law,49,1
i've,3,1
i've,7,1
i've,14,1
i've,23,1
i've,24,1
i've,28,1
i've,31,1
saying,8,1
saying,44,1
met,3,1
met,5,1
met,8,1
met,31,1
met,42,1
met,44,1
sound,5,1
sound,7,1
sound,8,1
sound,9,1
sound,12,1
sound,16,1
sound,22,1
sound,26,1
sound,30,1
sound,37,1
sound,49,1
talk,3,1
talk,26,1
